species,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points
Arabica,7.42,7.25,7.17,7.5,7.25,7.17,10,10,10,7.25
Arabica,7.67,7.5,7.42,5.25,7.67,7.75,10,10,10,7.75
Arabica,7.5,7.25,7,7.25,7.5,7.25,10,10,10,7.25
Arabica,7.25,7.17,7.17,7.25,7.5,7.33,10,10,10,7.33
Arabica,7.42,7.25,7.25,7.33,7.25,7.17,10,10,10,7.33
Arabica,7.67,7.75,7.83,7.75,7.83,7.75,10,6.67,10,7.75
Arabica,7.33,7.33,7.08,7.42,7.17,7.33,10,10,10,7.33
Arabica,7.33,6.92,7.17,7.33,7.42,7.42,10,10,10,7.42
Arabica,7.5,6.92,7.33,7.33,7.33,7.33,10,10,10,7.25
Arabica,7.33,7.42,7.25,7.42,7.25,7.17,10,10,10,7.17
Arabica,7.08,7.33,7.33,7.33,7.42,7.25,10,10,10,7.25
Arabica,7.58,7.67,7.5,7.67,7.58,7.5,8,10,10,7.5
Arabica,7.33,7.17,7.25,7.33,7.33,7.25,10,10,10,7.25
Arabica,7.67,7.67,7.33,7.58,7.67,7.5,9.33,9.33,9.33,7.5
Arabica,7.17,7.58,7.5,7.5,8,7.75,10,10,10,5.42
Arabica,7.5,7.33,7.17,7.42,7.5,7.33,9.33,10,10,7.33
Arabica,7.17,7.42,7,7.58,7.33,7,10,10,10,7.42
Arabica,7.42,7.08,7.17,7.17,7.58,7.25,10,10,10,7.25
Arabica,7.33,7.17,7.17,7.25,7.42,7.33,10,10,10,7.25
Arabica,7.25,7.33,7.25,7.25,7.25,7.33,10,10,10,7.25
Arabica,7.92,7.67,7.33,7.08,7.08,7.08,10,10,10,6.75
Arabica,7.17,7.42,7.17,7.25,7.25,7.33,10,10,10,7.33
Arabica,7.33,7.08,7.25,7,7.5,7.42,10,10,10,7.33
Arabica,7.58,7.42,6.92,7.5,7.25,7.17,10,10,10,7.08
Arabica,7.42,7.25,7.25,7.25,7.25,7.25,10,10,10,7.25
Arabica,7.25,7.17,7.08,7.08,7.08,8.08,10,10,10,7.17
Arabica,7.42,7.25,7.25,7.25,7.25,7.25,10,10,10,7.25
Arabica,7.58,7.33,7.08,7.5,7.17,7.25,10,10,10,7
Arabica,7.67,7.58,7.33,7.33,7.17,7,10,10,10,6.83
Arabica,7.42,7.33,7.17,7.17,7.17,7.25,10,10,10,7.33
Arabica,7.67,7.25,7.08,7.33,7.17,7.25,10,10,10,7.08
Arabica,7.17,7.08,7.25,7.42,7.25,7.33,10,10,10,7.33
Arabica,7.33,7.25,7.33,7.33,7.25,7.17,10,10,10,7.17
Arabica,7.5,7.17,7.33,7.25,7.17,7.17,10,10,10,7.25
Arabica,7.42,7.33,7,7.25,7.33,7.5,10,10,10,7
Arabica,7.33,7.33,7,6.83,7.33,7.67,10,10,10,7.33
Arabica,7.17,7.25,7.08,7.17,7.25,7.58,10,10,10,7.25
Arabica,6.92,7.5,7,7.58,7.5,7.08,10,10,10,7.17
Arabica,7.5,7.33,7,7.42,7.17,7.17,10,10,10,7.17
Arabica,7.25,7.25,7.17,7.25,7.33,7.25,10,10,10,7.25
Arabica,7.5,7.33,7,7.42,7.25,7.17,10,10,10,7.08
Arabica,7.25,7.33,7.17,7.33,7.33,7.17,10,10,10,7.17
Arabica,7.42,7.17,7.08,7.42,7.25,7.25,10,10,10,7.17
Arabica,7.25,7.33,7.08,7.5,7.25,7.33,10,10,10,7
Arabica,7.33,7.33,7.25,7.25,7.17,7.17,10,10,10,7.25
Arabica,7.58,7.33,7.42,7.25,7.5,7.5,9.33,9.33,10,7.5
Arabica,7.42,7,7.42,7.25,7.08,7.33,10,10,10,7.25
Arabica,7.08,7.33,7.17,7.25,7.33,7.67,10,10,10,6.92
Arabica,7.33,7.08,7.08,7.08,7.42,7.33,10,10,10,7.33
Arabica,7.58,7.42,7,7.67,7.5,7.5,9.33,9.33,10,7.33
Arabica,7.67,7.42,6.83,7.17,7.42,7.17,10,10,10,7
Arabica,7.83,7.5,7.67,7.67,7.83,7.5,6.67,10,10,8
Arabica,7.5,7.25,7.17,7.17,7.25,7.17,10,10,10,7.17
Arabica,7.25,7.17,7.17,7.25,7.17,7.42,10,10,10,7.25
Arabica,7.67,7.5,7.42,7.67,7.5,7.75,10,10,6.67,8.5
Arabica,7.67,7.17,7,7.5,7,7,10,10,10,7.33
Arabica,7,7.33,7.5,7.33,7,7.33,10,10,10,7.17
Arabica,7,7.5,7.33,7.17,7.17,7.17,10,10,10,7.33
Arabica,7.17,7.25,7.08,7.42,7.08,7.42,10,10,10,7.25
Arabica,7.33,7.25,7.33,7.08,7.58,7.25,9.33,10,10,7.42
Arabica,7.08,7.5,7,7.25,7.42,7,10,10,10,7.33
Arabica,7.25,7.08,7.08,7.33,7.33,7.25,10,10,10,7.25
Arabica,7.42,7.25,7.33,7,7.08,7.25,10,10,10,7.25
Arabica,7.5,7.17,7,7.42,7.33,7,10,10,10,7.17
Arabica,7.17,7.42,6.83,7.5,7.17,7.25,10,10,10,7.25
Arabica,7.42,7.58,7.5,7.92,7.83,7.83,8.67,8.67,9.33,7.83
Arabica,7.08,7.25,7,7.5,7.08,7.33,10,10,10,7.33
Arabica,7.17,7.17,7.17,7.42,7.17,7.25,10,10,10,7.17
Arabica,7.33,7.25,7.08,7.17,7.25,7.17,10,10,10,7.25
Arabica,7.58,7.33,7,7.17,7.33,7.08,10,10,10,7
Arabica,7.25,7.25,7.17,7.17,7.25,7.17,10,10,10,7.25
Arabica,7.25,7.33,7.17,7.5,7.33,7.25,9.33,10,10,7.33
Arabica,7.17,7.33,7.17,7.42,7.25,7.08,10,10,10,7.08
Arabica,7.5,7.17,6.83,7.5,7.17,7.17,10,10,10,7.17
Arabica,7.42,7.42,7.08,7.33,7.67,7.5,9.33,9.33,10,7.42
Arabica,7.42,7.33,7.33,7.58,7.58,7.42,8.67,10,10,7.17
Arabica,7.5,7.5,7,7.67,7.17,7,10,10,10,6.67
Arabica,7.25,7.25,7.08,7.33,7.25,7.17,10,10,10,7.17
Arabica,7.25,7.42,7,7.42,7.33,7,10,10,10,7
Arabica,7.58,7.17,7.17,7.17,7.17,7.17,10,10,10,7
Arabica,7.33,7.17,7.08,7.08,7.33,7.17,10,10,10,7.25
Arabica,7.25,7.08,7.25,7.17,7.33,7.17,10,10,10,7.17
Arabica,7.25,7.25,7.17,7.25,7.25,7.25,10,10,10,7
Arabica,6.92,7.17,7.08,7.5,7.33,7.17,10,10,10,7.25
Arabica,7.42,7.08,7.08,7.33,7.25,7.17,10,10,10,7.08
Arabica,7.08,7.25,7.17,7.33,7.08,7.08,10,10,10,7.33
Arabica,7.25,7.17,7,7.25,7.42,7.08,10,10,10,7.17
Arabica,7.25,7.17,7.25,7.25,7.25,7.08,10,10,10,7.08
Arabica,7.25,7.25,7.08,7.25,7.25,7.25,10,10,10,7
Arabica,7.33,7.33,6.83,7.5,7,7.17,10,10,10,7.17
Arabica,7.25,7.08,7.08,7.33,7.33,7.17,10,10,10,7.08
Arabica,7.17,7.5,6.92,7.33,7.67,7.33,9.33,10,10,7.08
Arabica,7.25,7.25,7.25,7.33,7.5,8,9.33,9.33,10,7.08
Arabica,7.17,7.33,7.42,7.08,7,7,10,10,10,7.25
Arabica,7.25,7.25,7,7,7.42,7,10,10,10,7.33
Arabica,7.25,7.17,7,7.33,7.33,7,10,10,10,7.17
Arabica,8,7.08,7,7.33,7.08,6.92,10,10,10,6.83
Arabica,7.42,7,7.08,7,7.17,7.33,10,10,10,7.25
Arabica,7.08,6.92,7,7.25,7.5,7.25,10,10,10,7.25
Arabica,7.5,7.08,7.67,7.67,7.42,7.58,9.33,9.33,9.33,7.33
Arabica,7.42,8,7.83,7.75,8.08,7.58,8.67,8.67,8.67,7.58
Arabica,7.25,7.08,7.25,7.25,7.17,7.25,10,10,10,7
Arabica,7,7.17,7.33,7.33,7,7.17,10,10,10,7.25
Arabica,7.58,7.33,7.17,7.25,6.75,7,10,10,10,7.17
Arabica,7.42,7.25,7.25,7.58,7.42,7.33,8.67,10,10,7.25
Arabica,7.17,7.08,7.08,7.33,7.25,7.08,10,10,10,7.17
Arabica,7.25,7.25,7,7.17,7.08,7.08,10,10,10,7.33
Arabica,7.33,7.33,7,7.17,7.17,7.17,10,10,10,7
Arabica,7.33,7.08,6.92,7.42,7.25,7.08,10,10,10,7.08
Arabica,7.58,7.42,7.33,7.5,7.08,7.17,8.67,10,10,7.42
Arabica,7.33,7.33,7.17,7.08,7.25,7,10,10,10,7
Arabica,7.33,7.33,7,7.33,7,7,10,10,10,7.17
Arabica,7.58,7.5,7.33,7.33,7.67,7.33,9.33,9.33,9.33,7.42
Arabica,7.17,7.17,7,7.17,7.25,7.25,10,10,10,7.08
Arabica,7.42,7.25,7.25,7.17,7,7,10,10,10,7
Arabica,7.25,7.17,6.92,7.25,7.17,7.25,10,10,10,7.08
Arabica,7.25,7.25,7.25,7.25,7.08,7,10,10,10,7
Arabica,7.25,7.25,7.25,7,7.25,7.08,10,10,10,7
Arabica,7.25,7.25,7.25,7.08,7.17,7.08,10,10,10,7
Arabica,7.33,7.17,7.25,7.08,7.08,7.08,10,10,10,7.08
Arabica,7.25,7.08,7,7.17,7.33,7.17,10,10,10,7.08
Arabica,7.33,7.08,6.92,7.08,7.42,7.17,10,10,10,7
Arabica,7.17,7.33,7,7.42,7.17,7,10,10,10,6.92
Arabica,7.58,7.75,7.42,7.5,7.5,7.5,8.67,8.67,10,7.42
Arabica,7.25,7.25,7.25,7,7.25,7,10,10,10,7
Arabica,7.33,6.67,7.08,7.42,7.42,7.08,10,10,10,7
Arabica,7.25,7.25,7.08,7.17,7.33,7.33,9.33,10,10,7.25
Arabica,7.08,7.33,7,7.33,7.08,7,10,10,10,7.17
Arabica,7.42,7.42,7.5,7.92,7.75,7.58,8.67,9.33,8.67,7.75
Arabica,7.83,7.67,7.58,7.75,7.83,7.17,6.67,10,10,7.42
Arabica,7.5,7,7,6.92,7.33,7.17,10,10,10,7
Arabica,7.33,7.08,7.08,7.33,7.42,7.17,9.33,10,10,7.17
Arabica,7.17,7.17,6.92,7.25,7.33,7.08,10,10,10,7
Arabica,7.5,7.17,7,7.17,7.25,7.08,10,10,10,6.75
Arabica,7.17,7.08,7.08,7.08,7.5,7.33,9.33,10,10,7.33
Arabica,7.33,7.25,7,7.42,7.17,7.17,9.33,10,10,7.25
Arabica,7.17,7.33,7.08,7.58,7.33,7.08,10,9.33,10,7
Arabica,7.5,7.42,7.58,7.42,7.5,7.58,8.67,8.67,10,7.58
Arabica,7,7.08,7,7.17,7.25,7.25,10,10,10,7.08
Arabica,7.33,7.25,6.92,7.33,7.25,7.33,9.33,10,10,7.08
Arabica,6.83,7.17,7.17,6.92,7.5,7.08,10,10,10,7.17
Arabica,7.17,7.08,7,7.25,7.5,7,10,10,10,6.83
Arabica,7.58,7.08,6.83,7.17,7.5,7.17,9.33,10,10,7.17
Arabica,7.5,7.42,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.25
Arabica,7.75,7.33,7.17,7.33,7.67,7.83,9.33,9.33,8.67,7.33
Arabica,7.08,7.08,7.25,7,7.17,7.17,10,10,10,7
Arabica,7.25,7.08,6.92,7.5,7.08,6.92,10,10,10,7
Arabica,7,7.08,7,7.25,7.5,7.42,9.33,10,10,7.17
Arabica,7.58,7.5,7.67,7.75,7.67,7.58,8,8,10,8
Arabica,7.58,7.08,7,7,7.5,6.92,10,10,10,6.67
Arabica,7.58,7.08,6.92,7.58,7.5,6.92,10,9.33,10,6.83
Arabica,7.25,7.08,7,7.17,7.17,7.08,10,10,10,7
Arabica,7.25,7.17,7.17,7.08,7.17,7,10,10,10,6.92
Arabica,7.33,7.25,7,7.08,7.08,7,10,10,10,7
Arabica,7.58,7.33,7.5,7.33,7,7.33,9.33,9.33,9.33,7.67
Arabica,7.25,6.83,6.92,7.08,7.25,7.08,10,10,10,7.33
Arabica,7.42,7.42,7.25,7.58,7.42,7.33,9.33,9.33,9.33,7.25
Arabica,7.25,7.08,7,6.83,7.33,7.17,10,10,10,7
Arabica,6.92,7.17,6.83,7.42,7.17,7.08,10,10,10,7.08
Arabica,7.5,7,6.83,7.08,7.08,7.17,10,10,10,7
Arabica,7.42,7.25,6.83,7.58,7.17,6.58,10,10,10,6.83
Arabica,7.33,7.17,7,6.75,7.08,7,10,10,10,7.33
Arabica,6.92,7.17,7.17,7.17,7.08,7.08,10,10,10,7.08
Arabica,7.17,7.17,7,7,7.25,6.92,10,10,10,7.17
Arabica,7.08,7,6.92,7.33,7.25,7.08,10,10,10,6.92
Arabica,7.25,6.92,6.92,7.33,7.25,7,10,10,10,6.92
Arabica,7.25,7.17,7,6.75,7.17,7.33,10,10,10,6.92
Arabica,7.08,7,6.83,7.33,7.25,7,10,10,10,7.08
Arabica,6.92,6.92,7,7.42,7.25,7,10,10,10,7
Arabica,6.92,7,7.17,7,7.42,7,10,10,10,7
Arabica,7.83,7.5,7.42,7.42,7.67,7.5,10,6.67,10,7.5
Arabica,7.25,7.08,6.92,7.25,7.58,7.08,9.33,10,10,7
Arabica,7.25,7.33,7,7.25,7.17,7.17,9.33,10,10,7
Arabica,7.08,7.33,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.42
Arabica,7.25,7.33,6.83,7,7,7.17,10,10,10,6.83
Arabica,7,6.83,6.83,7.42,7.33,7.17,10,10,10,6.83
Arabica,7.42,7.25,6.83,7,7.33,7.08,9.33,10,10,7.08
Arabica,7.42,7.25,6.75,7.25,7.42,7.25,9.33,9.33,10,7.33
Arabica,7,7,6.83,7.33,7.42,6.92,10,10,10,6.83
Arabica,7.42,7.17,7.08,7.17,7.08,7.08,9.33,10,10,7
Arabica,7.17,6.5,6.33,7.25,7.58,7.33,10,10,10,7.17
Arabica,7.08,6.83,6.83,7.25,7.42,7.08,10,10,10,6.75
Arabica,7,7,6.92,7.17,7.17,7.08,10,10,10,6.92
Arabica,7.33,7.42,7.33,7.42,7.5,7.42,8.67,9.33,9.33,7.42
Arabica,7.58,7,6.75,6.92,7,6.92,10,10,10,7
Arabica,7.08,7,6.92,7.42,7,6.92,10,10,10,6.83
Arabica,7.25,7.17,6.75,7.25,7,6.92,10,10,10,6.83
Arabica,7.17,7.42,7.5,8,7.25,7.83,10,10,6.67,7.33
Arabica,7.25,7.08,6.92,7.08,7.17,7.17,9.33,10,10,7.17
Arabica,7.17,6.92,6.92,7.08,7.17,7,10,10,10,6.92
Arabica,6.75,6.75,6.83,7.25,7.58,7.08,10,10,10,6.92
Arabica,7.58,7.67,7.42,7.42,7.67,7.67,8.67,8.67,8.67,7.67
Arabica,7.42,7.08,6.75,7.33,7.33,6.92,10,9.33,10,6.92
Arabica,7.33,7,6.92,7.25,7.33,7.08,9.33,10,10,6.83
Arabica,7.25,7.08,6.75,7.33,7.42,7,9.33,10,10,6.92
Arabica,7.17,7.25,7.25,7.17,7.25,7.08,9.33,9.33,10,7.25
Arabica,6.75,6.75,6.42,6.83,7.58,7.5,10,10,10,7.25
Arabica,7.33,7.17,6.58,7.42,7.08,6.83,10,10,10,6.58
Arabica,7,7,7,7,7,7,10,10,10,7
Arabica,7.67,7.17,7.08,7.25,8,7.5,8.67,9.33,9.33,7
Arabica,6.75,7.08,6.67,7.25,7.17,7.08,10,10,10,7
Arabica,7.5,7.17,6.92,7.5,7.25,7,8.67,10,10,7
Arabica,7.17,6.83,6.83,7.25,7.17,6.92,10,10,10,6.83
Arabica,7.33,7,6.75,7.08,7.17,7.25,9.33,10,10,7
Arabica,7.5,7,6.92,7.08,6.92,6.75,10,10,10,6.75
Arabica,7.17,7,6.92,7,7,7,10,10,10,6.75
Arabica,7.5,6.92,6.92,7.25,7.58,7.42,9.33,9.33,9.33,7.17
Arabica,7.33,7.08,6.33,7.25,7,7,10,10,10,6.75
Arabica,7.25,6.83,6.83,7,7.17,7,10,10,10,6.67
Arabica,7.25,7.33,7.17,7.25,7.08,7,8.67,10,10,7
Arabica,7.67,7.17,6.83,7.33,7.58,7.17,9.33,10,8.67,7
Arabica,7,6.92,6.83,7.17,7.17,7.17,10,10,9.33,7.08
Arabica,6.92,6.92,6.67,7.25,7.17,6.92,10,10,10,6.83
Arabica,7.08,7,6.75,6.83,7.08,6.92,10,10,10,6.92
Arabica,6.83,7.08,6.92,6.75,7.25,7.08,10,10,10,6.67
Arabica,7.33,7.17,6.92,7.58,7.25,7.17,8.67,9.33,10,7.17
Arabica,6.83,6.75,7.17,7.25,7,6.92,10,10,10,6.67
Arabica,7,7,6.75,7.33,6.92,6.92,10,10,10,6.67
Arabica,7.92,7.58,7.58,7.92,7.92,7.5,8,6.67,10,7.5
Arabica,7.92,6.83,7.08,7.42,6.75,7.33,8.67,9.33,10,7.25
Arabica,7.25,6.75,6.92,6.92,7.25,7.58,9.33,9.33,10,7.17
Arabica,7.08,6.83,6.83,7,7,6.92,10,10,10,6.83
Arabica,7.25,7.17,7,6.83,7.58,7.08,8.67,10,10,6.92
Arabica,6.83,7,6.92,7.08,6.92,6.83,10,10,10,6.83
Arabica,7.58,7.17,7,7.17,7.33,7,8,10,10,7.17
Arabica,7.5,7.75,7.58,7.83,7.92,7.92,7.33,8,8.67,7.83
Arabica,7.17,6.5,6.67,7,7.17,7.17,10,10,10,6.67
Arabica,7.17,7.17,6.5,7.17,7,6.83,10,10,10,6.5
Arabica,7.25,7.25,7,7.5,7.33,7.42,8,9.33,10,7.75
Arabica,7.17,6.08,6.17,7.25,7.33,7.33,10,10,10,7
Arabica,7.5,7.5,7.33,7.58,7.5,7.42,8.67,8.67,8.67,7.42
Arabica,7.42,7.33,7.33,7.5,7.67,7.75,8,8.67,9.33,7.25
Arabica,6.92,6.83,6.92,6.92,6.92,6.83,10,10,10,6.83
Arabica,7.08,6.83,6.67,7.25,7.25,6.92,10,9.33,10,6.75
Arabica,7.5,7.08,7.33,7.17,7.5,7.5,6.67,10,10,7.25
Arabica,6.83,7,6.67,7,7,6.83,10,10,10,6.67
Arabica,7.58,7.33,7.5,7.42,7.5,7.33,8,8.67,9.33,7.33
Arabica,7.42,7.25,6.83,7.33,7,6.92,9.33,9.33,9.33,7.25
Arabica,7.33,7.17,6.92,7.08,7.33,7,9.33,9.33,9.33,7.17
Arabica,7,6.83,6.83,7.17,6.67,6.83,10,10,10,6.67
Arabica,7.25,7.33,7,7,7.25,7.08,10,10,8,7.08
Arabica,7.42,7.17,7,7.17,7.67,7.17,8.67,9.33,9.33,7.08
Arabica,7.5,7.25,7.42,7,7.08,6.83,8.67,9.33,10,6.83
Arabica,7.42,7.25,7,7,7.25,7.08,8,10,10,6.92
Arabica,7.17,6.17,6.17,7.08,7.33,6.83,10,10,10,7.17
Arabica,7.42,7,7,7.17,7.08,7,9.33,8.67,10,7.17
Arabica,7,6.75,6.67,6.83,7.08,6.83,10,10,10,6.67
Arabica,7,6.83,6.67,7.17,6.83,6.83,10,10,10,6.5
Arabica,7.17,6.75,6.58,7.33,7.33,7.17,9.33,9.33,10,6.67
Arabica,7.58,7.67,7.58,7.67,7.42,7.42,9.33,9.33,6,7.58
Arabica,7.17,6.75,6.58,6.75,6.83,6.75,10,10,10,6.67
Arabica,7.08,6.92,6.33,7,6.92,7,10,10,10,6.17
Arabica,7.5,7.33,7.42,7.58,7.58,6.92,8,8,10,7
Arabica,7.33,7,6.83,7.17,7.17,7.17,9.33,9.33,9.33,6.67
Arabica,7.33,7,6.67,7,6.92,6.92,9.33,9.33,10,6.83
Arabica,6.83,6.83,6.83,6.75,6.92,6.92,9.33,10,10,6.83
Arabica,7.08,6.92,6.83,6.67,7.58,7.42,8.67,9.33,10,6.75
Arabica,7.08,7,7,7.25,7.33,7.25,8.67,8.67,10,6.92
Arabica,7.42,7.75,7.42,7.67,7.92,7.83,8.67,5.33,9.33,7.67
Arabica,7.67,7.33,7.17,6.67,7.17,7.42,9.33,10,6.67,7.42
Arabica,6.67,6.33,6.42,6.83,7,6.92,10,10,10,6.58
Arabica,6.42,6.5,6.5,7.33,6.33,6.92,10,10,10,6.5
Arabica,7.17,6.58,6.58,7,7.25,6.58,9.33,9.33,10,6.58
Arabica,7.5,7,6.83,7.5,7.17,7.33,8.67,8.67,8.67,7
Arabica,6.17,6.5,6.5,7.17,7,6.83,10,10,10,6.17
Arabica,7.25,7.08,6.83,7.17,7.33,6.83,8.67,8.67,9.33,7.08
Arabica,7.5,7.33,7.33,7.58,7.67,7.25,8,8,8,7.5
Arabica,7.42,7,6.83,7.08,6.92,6.83,7.33,10,10,6.75
Arabica,7.33,7,6.5,6.08,7.58,6.33,9.33,10,9.33,6.67
Arabica,7.08,6.83,6.83,7.17,7.17,7.08,10,7.33,10,6.58
Arabica,6.83,6.83,6.67,6.83,7,6.83,9.33,8.67,10,7
Arabica,6.83,6.5,6.5,6.92,6.75,7,9.33,10,9.33,6.67
Arabica,7.17,7,6.83,7.5,7.17,7,8,8,10,7
Arabica,7.92,7.58,7.17,7.58,7.33,7.17,8,8,8,6.83
Arabica,6.67,6.5,6.33,7,7.17,6.75,8.67,10,10,6.5
Arabica,7.5,7.25,6.92,7,7.17,6.83,8,8,10,6.83
Arabica,7.17,6.92,6.67,6.83,7.25,7.75,10,6,10,6.58
Arabica,7.25,6.83,6.67,7.08,7.17,6.83,10,6.67,10,6.67
Arabica,7.17,7.17,6.83,7.17,7.42,6.67,8.67,7.33,10,6.75
Arabica,7,6.92,6.75,6.92,7.17,6.83,10,6.67,10,6.75
Arabica,7.08,6.75,6.58,7,7,6.75,8.67,8.67,10,6.42
Arabica,7.33,6.75,6.67,7.25,7.5,7,10,5.33,10,7
Arabica,6.75,6.5,6.17,7,7.25,6.75,8,10,10,6.33
Arabica,6.75,6.67,6.17,7.17,7,6.58,8,10,10,6.42
Arabica,7.08,7,6.83,7.5,7.33,6.83,8,7.33,10,6.75
Arabica,7.5,7.25,7,7.25,7.42,7.33,8,8.67,6.67,7.33
Arabica,6.5,6.33,6.5,7.5,7.33,6.83,8.67,10,8.67,6
Arabica,7,6.58,6.67,6.83,7.08,6.83,10,6.67,10,6.67
Arabica,6.92,6.42,6.17,7.33,7.25,6.75,10,6.67,10,6.5
Arabica,7.67,7,7.17,7.58,7.33,7.33,10,2.67,10,7.08
Arabica,7.17,7.17,7.17,7.58,7.67,6.92,9.33,6.67,6.67,7.33
Arabica,7.25,6.58,6.58,7,7,6.42,8,8,10,6.67
Arabica,7,7.17,6.83,7.17,7,7.17,8,8,8,7.08
Arabica,7.08,7.08,6.92,7.08,6.92,6.92,8,8,8,6.92
Arabica,8,7.33,7.75,7.33,7.42,7.67,6.67,6.67,6.67,7.33
Arabica,6.92,6.92,6.92,7.5,7.58,7.17,6.67,6.67,9.33,6.92
Arabica,6.92,6.75,7.08,7.17,7.33,6.67,10,5.33,8.67,6.42
Arabica,6.33,6.5,6.33,6.83,6.33,6.5,10,6.67,10,6.25
Arabica,6.92,6.92,6.92,6.92,7.17,7,10,2.67,10,6.58
Arabica,6.5,6.67,6.42,7.17,7.33,6.5,8,6,10,6.42
Arabica,6.92,7,6.83,6.92,7.42,6.92,6,6,10,6.75
Arabica,7,7,6.83,7,7.33,6.83,6,6,10,6.67
Arabica,6.67,6.5,6.17,6.67,6.83,6.17,8,8,8,6.33
Arabica,7,6.17,6.17,6.67,6.5,6.17,8,8,8,6.5
Arabica,7,6.33,6.17,6.5,6.67,6.17,8,8,8,6.33
Arabica,6.75,6.58,6.42,6.67,7.08,6.67,9.33,6,6,6.42
Arabica,7.25,6.58,6.33,6.25,6.42,6.08,6,6,6,6.17
Arabica,7.5,6.67,6.67,7.67,7.33,6.67,8,1.33,1.33,6.67
Robusta,7.83,8.08,7.75,7.92,8.25,7.92,10,10,8,8
Robusta,8,7.75,7.92,8,7.92,7.92,10,10,8,8
Robusta,7.92,7.83,7.92,8,7.83,7.92,10,10,7.83,8
Robusta,8,7.92,7.92,7.75,7.83,7.75,10,10,7.75,8.08
Robusta,8.33,7.83,7.83,7.75,8.25,7.75,10,10,7.58,7.67
Robusta,8,7.92,7.67,8,7.75,7.92,10,10,7.75,7.75
Robusta,7.67,7.75,7.83,7.83,7.92,7.75,10,10,8,7.83
Robusta,7.67,7.75,7.83,7.67,7.92,7.83,10,10,7.92,7.92
Robusta,7.67,7.75,7.58,7.83,7.83,8,10,10,7.92,7.92
Robusta,7.67,7.83,7.83,7.83,7.92,7.75,10,10,7.75,7.83
Robusta,7.58,7.92,7.75,7.83,7.5,7.67,10,10,7.67,7.83
Robusta,7.67,7.83,7.75,7.5,7.75,7.58,10,10,7.75,7.75
Robusta,7.58,7.58,7.67,7.58,7.67,7.67,10,10,7.5,8.33
Robusta,8,7.75,7.75,7.58,7.67,7.5,10,10,7.58,7.67
Robusta,8,7.67,7.75,7.5,7.67,7.58,10,10,7.58,7.75
Robusta,7.75,7.75,7.67,7.67,7.58,7.58,10,10,7.58,7.83
Robusta,7.5,7.5,7.25,7.83,7.67,7.83,10,10,7.83,7.83
Robusta,7.33,7.58,7.5,7.75,7.75,7.67,10,10,7.75,7.58
Robusta,7.83,7.58,7.33,7.67,7.5,7.5,10,10,7.75,7.42
Robusta,7.75,7.42,7.33,7.58,7.67,7.58,10,10,7.67,7.5
Robusta,7.67,7.67,7.5,7.33,7.58,7.5,10,10,7.42,7.5
Robusta,7.58,7.42,7.42,7.83,7.42,7.5,10,10,7.42,7.58
Robusta,7.92,7.5,7.42,7.42,7.42,7.42,9.33,10,7.58,7.33
Robusta,7.75,7.58,7.33,7.58,5.08,7.83,10,10,7.75,7.83
Robusta,7.5,7.67,7.75,7.75,5.17,5.25,10,10,8.42,8.58
Robusta,7.33,7.33,7.17,7.42,7.5,7.17,9.33,9.33,7.42,7.17
Robusta,7.42,6.83,6.75,7.17,7.25,7,9.33,9.33,7.08,6.92
Robusta,6.75,6.67,6.5,6.83,6.92,6.83,9.33,9.33,6.67,7.92
